Ticker,Composite_Grade,Valuation_Rank,Quality_Rank,Floor Tier,Status,Close Price,FCF_Yield,EV_EBITDA,NetDebt_EBITDA,Op_Margin,ROA,Sector
NVST,40.2,59.2,21.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),23.82,0.06929197532961073,10.557,1.14,0.1039,0.03229,Healthcare
UNH,39.4,52.6,26.3,🟢 Strong Green (< -60),Live Strong Dot (Today),375.01,0.07210856323994162,14.341,1.57,0.071329996,0.04871,Healthcare
SBUX,38.8,18.4,59.2,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),94.14,0.028714019629155114,22.361,3.34,0.12919,0.08022001,Consumer Cyclical
JJSF,38.2,51.3,25.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),77.93,0.039981717111018354,10.173,0.83,0.10827,0.03621,Consumer Defensive
TSCO,37.5,25.0,50.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),32.29,0.006298262731160252,11.979,3.27,0.120740004,0.07824,Consumer Cyclical
GPC,35.5,51.3,19.7,🟢 Strong Green (< -60),Live Strong Dot (Today),129.26,0.05147332919896688,11.625,2.97,0.06562,0.04481,Consumer Cyclical
CURB,34.9,31.6,38.2,🟢 Strong Green (< -60),Live Strong Dot (Today),28.44,0.046516752417800115,27.756,3.31,0.19184,0.00973,Real Estate
TOST,31.6,13.2,50.0,🟢 Strong Green (< -60),Live Strong Dot (Today),30.11,0.027250138917621673,32.531,0.0,0.07442,0.08953,Technology
HSIC,30.9,44.7,17.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),85.05,0.04678964896607616,13.612,3.39,0.057550002,0.043920003,Healthcare
UMBF,27.0,2.6,51.3,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),133.85,0.0,100.0,999.0,0.51058,0.0130900005,Financial Services
BROS,23.6,11.8,35.5,🟢 Strong Green (< -60),Live Strong Dot (Today),38.51,0.0002545889117439832,19.922,2.91,0.12876001,0.03788,Consumer Cyclical
AGYS,23.0,9.2,36.8,🟢 Strong Green (< -60),Live Strong Dot (Today),99.68,0.020434747454366346,56.232,0.0,0.11107001,0.05505,Technology
AHR,15.8,19.7,11.8,🟢 Strong Green (< -60),Live Strong Dot (Today),52.31,0.03478602663770179,28.447,3.15,0.0683,0.02095,Real Estate
